"dataset","id","trt","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40"
3,54,1,8.264,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,30.45,32.46,96.73,12.56,26.63,80.95,35.1,45.97,80.6,97.5,14.44,96.74,4.7,73.17,80.82,50.8,76.17,68.93,60.35,65.7
3,55,0,8.836,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,66.78,19.67,13.54,63.39,11.45,96.04,61.1,6.7,39.45,77.89,14.34,16.24,13.72,90.53,13.06,48.94,33.28,64.53,5.13,1.25
3,56,0,7.138,0,1,1,0,1,2,0,0,1,1,2,1,0,1,0,0,2,1,0,1,21.21,8.2,3.34,53.64,47.31,32.52,97.38,46.26,20.6,36.14,4.27,5.52,30.23,69.5,96.74,42.1,31.89,54.11,9.86,6.63
3,57,1,6.689,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,2,2,31.12,37.24,0.21,34.06,27.31,52.56,31.86,14.04,91.03,41.68,95.02,76.3,94.92,61.49,50.94,29.26,66.02,91.27,25.85,95.47
3,58,0,7.271,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,59.68,39.8,33.55,95.6,69.61,5.52,3.11,67.81,63.17,16.96,25.34,39.07,76.47,9.97,13.03,82.59,68.4,87.53,50.67,50.75
3,59,1,6.986,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,63.42,53.69,99.07,96.02,72.86,77.56,17.78,63.37,39.34,22.68,61.6,0.53,19.46,97.39,58.69,35.66,93.43,83.57,17.97,98.25
3,60,1,6.812,0,1,2,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,10.2,75.46,32.87,12.59,8.54,50.42,81.44,13.16,68.93,77.55,26.23,92.47,18.95,87.34,42.8,75.94,48.75,33.34,65.07,33.3
3,61,1,6.603,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,71.48,34.07,10.62,69.92,21.86,99.32,73.64,88.04,89.81,71.08,31.45,5.16,11.89,32.14,53.97,1.06,77.91,39.92,74.98,44.61
3,62,1,5.803,0,0,0,0,1,1,0,0,0,0,1,0,2,1,1,0,0,0,1,1,56.76,54.51,53.45,6.9,32.04,41.21,68.86,58.17,23.03,79.96,6.56,37.05,50.2,17.2,99.41,13.99,24.14,37.95,63.61,27.1
3,63,0,7.064,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,1,1,3.25,24.24,39.42,54.76,40.26,97.41,55.32,64.03,54.31,72.93,79.04,86.39,60.01,49.88,23.54,58.71,58.27,80.13,89.92,91.98
3,64,1,8.922,1,1,1,0,0,0,0,2,0,0,1,1,0,1,0,2,1,1,1,1,2.04,87.36,61.81,30.6,97.97,52.55,81.6,44.14,33.38,17.62,52.38,48.56,81.74,55.78,44.44,85.21,79.3,35.98,9.19,82.88
3,65,0,6.65,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,15.41,57.38,90.5,73.77,27.97,3.38,28.7,67.8,28.11,55.42,85.42,99.1,77.13,47.61,61.07,33.53,44.28,67.42,33.23,36.7
3,66,1,9.936,1,1,2,2,2,1,0,0,0,0,1,0,0,0,2,2,1,1,0,0,6.15,88.95,72.85,15.07,20.26,29.37,74.49,43.49,12.18,84.64,87.26,30.68,98.67,16.66,60.11,77.66,70.5,23.03,12.27,24.37
3,67,1,6.219,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,2,2,0,0,45.68,92.78,51.51,14.94,74.87,90.55,3.23,63.29,20.55,30.04,38.92,23.17,98.34,1.66,38.08,62.48,96.11,17.9,58.58,43.5
3,68,1,7.69,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,91.79,29.1,93.46,53.95,90.73,10.01,25.83,11.89,65.98,66.72,31.92,51.72,27.91,66.48,85.86,85.71,71.01,73.3,62.35,37.96
3,69,1,6.225,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,46.62,41.09,54.4,98.81,50.71,15.53,28.55,95.62,67.45,8.56,34.56,22.83,67.45,37.33,90.46,36.49,29.8,63.97,18.04,92.21
3,70,1,6.826,2,2,1,1,0,0,1,2,1,1,1,1,1,1,0,0,1,1,1,0,26.5,92.35,23.61,84.89,24.89,54.57,59.63,25.89,87.74,51.82,74.21,80.4,71.28,93.48,51.24,46.88,78.39,16.19,72.03,14.02
3,71,0,8.452,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,73.92,85.18,87.68,35.42,53.64,92.66,32.58,93.69,1.76,49.73,93.96,89.43,7.93,95.13,80.02,45.04,57.82,18.13,86.94,13.99
3,72,1,4.078,0,0,0,2,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,92.21,32.41,55.32,31.45,70.65,88.39,75.51,34.98,4.94,67.65,74.81,20.34,89.22,23.9,7.36,19.28,13.07,56,43.18,68.28
3,73,1,4.928,1,1,1,0,1,1,0,1,0,0,1,1,0,0,2,2,0,1,0,0,96.23,86.79,86.43,70.48,97.91,69.23,19.95,6.41,42.62,22.96,56.14,77.03,5.1,14.75,74.23,99.5,4.15,53.77,74.6,70.47
3,74,1,7.692,1,2,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,83.69,98,36.38,52.64,56.41,51.97,84.9,16.25,35.21,67.85,49.41,86.34,12.69,24.16,6.66,5.76,3.22,93.25,84.1,7.5
3,75,1,6.675,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,33.91,25.45,19.28,96.64,8.14,23.21,50.72,9.29,49.01,44.88,68.6,47.25,58.01,47.41,71.23,16.98,57.53,75.36,51.21,24.51
3,76,1,7.704,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,90.06,8.81,40.5,57.5,15.6,72.86,96.9,73.88,50.53,80.76,67.2,35.76,52.69,50.17,0.34,46.05,3.65,29.7,20.82,8.02
3,77,1,7.842,2,2,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,4.24,79.62,76.99,38.55,84.45,78.83,53.13,24.57,71.34,53.58,87.99,73.84,66.51,95.43,20,35.04,49.47,94.6,33.56,45.77
3,78,0,8.118,1,0,1,1,0,0,1,2,1,1,0,0,0,0,1,0,2,0,0,0,40.89,44.4,38.23,77.49,95.27,77.11,32.43,82.21,85.05,26.8,60.97,6.36,5.72,40.68,12.6,78.13,28.56,1.64,76.46,73.05
3,79,1,7.429,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,0,1,0,0,82.45,99.91,93.69,49.95,26.69,34.3,10.93,94.04,37.82,96.1,20.36,56.77,66.99,61.52,66.56,54.71,45.22,94.36,4.96,3.94
3,80,1,6.78,1,1,0,0,2,2,1,0,1,1,1,1,0,0,0,0,1,0,0,0,10.99,47.61,94.11,3.72,69.68,28.82,38.39,94.74,5.76,20.21,85.68,56.58,86.31,37.96,18.79,30.56,67.15,0.1,23.1,64.86
3,81,0,9.071,1,1,0,0,1,1,0,0,0,0,1,1,0,0,2,1,0,1,0,0,45.74,97.12,80.94,85.6,88.02,83.96,26.01,6.73,22.9,58.73,76.79,23.3,38.4,60.9,69.08,88.81,8.48,32.24,28.17,62.74
3,82,0,6.305,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,7.08,28,10.17,33.04,79.42,31.76,16.99,56.92,27.16,93.47,42.89,95.98,69.24,23.28,62.5,19.58,20.28,70.16,21.66,41.48
3,83,0,8.196,1,1,1,1,0,0,1,1,0,0,1,1,1,1,2,2,1,0,0,0,85.01,19.29,93.8,48.43,44.85,37.07,3.45,34.23,82.85,28.53,2.94,56.97,52.59,23,31.4,36.6,56.97,81.51,16.15,59
3,84,0,7.027,1,1,2,2,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,13.47,85.65,88,39.99,14.14,34.2,23.9,10.46,25.3,72.55,99.29,46.23,81.21,71.42,24.79,39.46,51.88,33.89,24.99,64.69
3,85,1,7.836,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,28.28,40.79,11.36,39.95,83.46,80.56,70.04,45.82,93.24,33.98,97.99,29.77,88.92,78.83,24.9,81.56,54.81,96.96,75.21,20.47
3,86,1,9.355,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,70.6,50,78.3,99.04,17.55,74.22,79.21,90.5,3.84,61.99,82.55,87.97,86.57,90.77,60.97,56.03,21.37,50.04,3.55,60.81
3,87,0,7.323,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,17.54,26.47,84.85,44.47,32.55,76.56,81.38,8.92,35.35,5.73,85.22,94.49,64.01,28.97,98.99,34.67,45.83,96.3,39.45,0.73
3,88,0,8.238,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,98.72,9.91,82.95,67.78,70.54,42.96,93.73,20.79,89.64,11.87,46.53,12.05,66.57,16.77,56.57,32.48,54.13,76.75,88.73,68.69
3,89,1,7.493,0,1,2,2,0,0,1,0,0,1,2,2,1,0,0,0,0,0,0,2,95.09,59.05,13,6.53,41.65,59.47,90.32,72.92,62.65,38.34,68.01,35.8,87.47,84.63,5.89,10.84,40,78.59,57.57,37.82
3,90,1,7.942,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,13.38,95.21,90.72,16.99,22.44,10.07,48.28,30.24,46.46,49.19,16.48,74.39,55.21,70.41,42.46,25.54,76.55,90.16,62.56,36.43
3,91,0,5.737,2,2,1,1,0,1,2,2,1,1,0,0,2,2,1,1,1,0,0,1,8.1,56.02,27.35,20.98,58.98,63.81,52.13,64.32,2.94,91.7,88.35,29.98,41.23,85.45,59.82,66.09,19.36,55.66,23.63,22.02
3,92,0,9.146,1,1,0,0,1,0,2,1,2,0,1,1,0,0,0,0,1,1,1,1,53.39,76.01,9.15,21.67,84.27,48.56,71.45,1.59,56.71,17.86,5.49,3.18,36.14,67.18,54.94,72.54,15.15,26.03,91.61,65.5
3,93,0,8.001,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,2,1,1,1,94.05,18.96,96.34,8.53,28.64,0.27,94.14,27.19,9.9,43.33,82.17,48.89,11.34,35.3,70.52,38.14,25.83,95.45,41.33,59.77
3,94,1,9.517,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,0,0,0,0,28.27,4.08,7.28,89.96,37.97,46.39,68.62,31.67,5.87,58.52,58.57,33.76,97.25,92.26,71.97,77.58,12.46,12.27,33.65,84.07
3,95,1,7.28,1,1,1,1,0,0,2,0,0,0,1,2,0,0,1,0,1,1,0,0,11.76,1.34,46.24,95.91,24.94,68.88,47.66,86.82,41.74,97.21,78.78,78.7,59.36,1.93,58.74,64.37,85.38,63.27,25.42,4.27
3,96,1,4.089,1,1,1,1,1,1,0,1,0,0,2,2,1,1,0,0,0,0,1,0,50.14,46.49,60.73,37.48,77.53,60.75,23.34,27.17,28.61,51.85,61.37,98.29,21.92,20.78,96.11,94.74,60.96,59.56,9.74,17.02
3,97,1,5.953,2,2,0,0,0,0,1,1,2,2,1,1,1,1,0,2,2,2,0,1,19.28,20.87,90.95,97.48,39.15,3.07,49.21,30.06,63.3,66.87,65.89,78.8,1.36,53.68,77.66,53.13,40.08,10.62,57.98,73.24
3,98,1,8.111,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,2,86.4,22.67,41.67,18.01,94.99,10.37,5.08,26.55,15.5,29.11,48.92,60.44,99.79,90.84,20.36,72.93,99.88,46.48,53.89,84.54
3,99,1,7.572,0,0,0,0,1,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,99.53,77.71,13.35,24.68,81.73,63.93,37.28,1.37,46.66,8.06,6.59,52.04,53.86,29.22,19.48,68.48,18.52,42.88,74.66,41.87
3,100,0,9.149,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2.11,82.9,86.99,25.83,39.75,8.14,45.54,81.08,46.24,65.23,88.25,98.49,56.18,27.58,73.85,33.29,4.93,20.33,83.82,13.3
3,101,1,7.962,0,0,1,1,0,0,0,0,1,1,2,1,2,2,1,1,1,2,0,0,12.5,54.34,76.55,34.03,80.62,44.1,68.68,36.5,30.19,99.07,50.69,96.48,35.98,54.25,25.91,72.97,42.54,75.59,92.27,57.79
3,102,0,9.069,1,1,2,1,1,1,0,0,0,1,0,0,1,1,1,1,2,2,0,0,19.45,28.93,2.77,72.59,98.7,44.2,77.07,15.56,65.16,26.29,61.14,83.45,18.07,9.71,36.52,37.89,31.3,41.91,6.69,75.41
3,103,1,3.659,0,0,1,1,2,1,1,1,0,0,1,1,2,2,1,1,1,1,0,0,3.13,57.48,93.84,61.21,80.65,43.72,43.57,60.91,89.49,80.97,93.83,87.01,29.53,0.16,45.14,72.08,62.85,56.03,70.35,96.49
3,104,0,7.605,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,28.51,15.73,27.33,30.26,67.93,33.94,47.8,91.82,13.15,84.97,18.29,60.53,50.61,7.84,24.63,57.02,30.26,17.52,34.08,78.87
3,105,0,8.961,1,0,1,1,1,1,1,1,1,2,0,1,0,1,1,2,1,1,1,1,23.62,59.59,64.15,1.63,84.49,1.81,28.99,44.14,3.7,8.96,37.57,6.73,5.45,14.83,54.16,68.26,17.63,5.74,98.07,55.23
3,106,1,9.605,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,18.16,53.78,69.54,97.34,74.43,37.46,34.02,43.4,68.09,91.84,37.71,62.5,48.43,8.65,60.21,69.68,17.23,80.19,81.89,71.38
3,107,1,6.836,1,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,67.01,22.54,44.78,47.78,61.24,76.31,68.1,31.94,27.47,97.67,25.39,31.98,42.94,59.4,60.19,34.89,99.58,58.44,54.9,85.65
3,108,0,8.536,0,0,2,2,2,2,0,0,0,1,1,0,0,0,1,0,1,1,1,1,96.54,1.69,54.59,89.83,60.57,78.91,28.6,28.94,17.29,17.89,10.66,71.92,39.87,18.8,46.06,83.84,8.27,10.2,92.72,78.81
3,109,0,7.544,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,2.75,87.98,82.82,61.21,24.91,71.61,65.63,9.75,75.14,7.89,77.3,69.95,65.59,32.06,51.58,55.28,36.9,56.46,76.19,43.88
3,110,1,10.089,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,30.72,11.26,79,16.33,82.52,91.91,48.28,70.84,53.54,57.38,98.63,97.93,89.04,12.9,74.34,48.74,2.25,44.79,62.62,49.13
3,111,0,6.701,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2,2,97.19,65.19,24.85,10.89,44.9,4.73,47.8,22.63,68.72,69.42,11.75,81.21,92.92,68.08,32.85,79.3,39.42,51.61,82.36,32.29
3,112,0,6.988,0,1,0,1,0,0,1,2,1,1,1,1,1,0,1,1,0,0,0,1,70.08,27.49,98.98,71.42,69.33,55.19,28.14,74.72,3.46,90.76,9.15,10.08,82.94,48.43,60.77,66.73,2.95,14.95,76.68,53.61
3,113,1,7.303,1,1,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,34.85,41.42,96.37,4.28,23.18,70.55,51.73,99.09,39.65,29.38,62.56,83.81,93.76,47.69,76.97,93.09,75.79,99.76,60.55,78.58
3,114,1,6.717,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,8.27,90.23,61.71,71,87.34,57.62,61.53,70.78,47.69,67.24,40.76,20.84,22.83,89,71.31,36.56,88.31,36.36,31.33,2.89
3,115,1,8.212,1,1,2,2,1,0,2,1,0,0,0,0,1,1,0,0,0,1,1,1,38.06,6.76,63.98,16.93,31.27,58.59,17.51,20.93,42.87,7.06,58.22,31.11,65.18,13.5,40.81,25.93,42.95,73.29,83.31,57.95
3,116,0,8.818,0,1,1,1,0,0,2,1,1,1,0,1,1,0,0,0,1,2,1,0,42.55,15.99,84.71,31.16,92.04,14.28,42.79,86.07,79.5,75.64,40.05,44.23,2.24,46.64,89.42,45.59,74.53,67.52,73.4,7.53
3,117,1,7.685,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,89.84,60.84,43.67,19.46,80.18,63.31,6.72,38.78,10.28,12.06,92.1,92.89,37.95,4.14,46.94,67.95,19.5,99.91,37.3,11.28
3,118,0,8.73,1,1,0,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,67.27,69.28,97.77,58.68,40.82,6.27,8.47,54.33,49.87,78.25,83.86,1.15,42.82,26.76,35.56,79.03,65.32,4.37,36.72,42.89
3,119,1,5.812,1,1,1,1,1,1,1,2,0,0,1,1,0,0,1,0,1,1,0,0,39.96,75.97,64.61,0.42,96.29,93.7,62.1,14.44,11.65,19.03,48.26,27.07,2.32,31.4,44.24,28.62,91.46,28.19,33.4,49.05
3,120,1,5.038,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,2,1,0,1,1,1.28,11.71,65.19,8.28,68.39,57.85,61.63,87.7,90.26,65.45,98.89,93.96,69.6,66.2,12.38,28.46,58.64,94.54,30.27,41.2
3,121,0,7.191,2,2,0,0,2,2,1,1,0,0,1,1,0,1,1,1,1,2,0,0,5.09,58.73,9.43,43.05,63.47,53.96,17.66,86.84,54.91,16.75,45.72,9.1,75.62,80.7,45.25,84.27,66.41,85.79,95.9,56.42
3,122,0,7.843,0,0,1,1,1,0,1,1,2,2,1,1,0,0,0,0,0,1,2,2,47.78,16.98,37.02,28.29,97.37,59.1,7.22,25.39,29.06,43.24,87.47,28.54,58.02,57.17,93.94,71.53,61.05,14.79,78.79,62.86
3,123,1,7.566,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,5.9,78.35,14.93,95.13,4.45,13.89,20.63,77.23,27.06,8.3,27.92,8.66,93.72,82.66,40.51,66.02,17.25,23.1,58.7,20.88
3,124,0,7.351,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,10.55,46.38,19.86,35.81,75.74,62.08,19.16,74.04,63.31,39.42,26.23,99.13,57.17,12.73,22.5,20.45,38,13.15,66.5,98.79
3,125,1,6.067,1,1,2,2,2,2,1,0,1,2,1,1,0,0,1,1,0,0,1,1,50.3,49.5,54.87,41.93,45.64,79.63,78.98,17.42,17.11,28.04,47.49,69.92,31.61,88.64,41.81,69.86,14.23,26.18,31.07,36.13
3,126,1,6.815,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,21.38,6.18,74.13,11.45,69.67,95.42,3.02,83.72,82.18,82.52,25.45,45.77,91.59,27.48,77.4,16.01,4.03,51.2,73.87,99.88
3,127,1,9.064,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,5.64,67.67,96.79,58.67,89.5,18.92,40.27,81.24,36.55,39.1,81.09,12.92,62.04,51.86,33.25,56.16,32.3,27.53,22.76,15.67
3,128,1,6.539,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,37.58,7.91,97.6,75.72,38.8,22.88,23.92,28.88,56.6,23.11,80.28,63.29,12.77,14.85,86.84,28.38,83.32,26.87,73.42,73.73
3,129,1,9.79,1,0,1,1,0,1,2,1,0,0,2,2,1,1,1,1,1,1,0,0,3.17,48.59,53.28,90.44,42.29,45.96,52.3,46.48,1.95,48.4,15.95,86.6,58.01,48.54,66.07,5.74,70.62,57.37,89.2,85.27
3,130,0,7.841,1,1,1,1,0,0,0,0,0,0,2,2,0,0,1,1,1,1,0,0,44.73,14.45,88.01,33.59,18.56,83.4,68.98,85.79,27.79,33.65,50.69,5.1,74.06,19.47,76.5,76.42,23.31,95.09,7.23,24.8
3,131,0,7.111,1,0,0,0,1,1,0,1,0,0,1,1,0,0,2,2,1,1,1,0,65.5,12.33,81.99,46.55,19.39,97.91,61.06,63.81,33.54,17.7,83.74,76.68,2.88,55.41,59.91,29.26,17.77,84.22,30.22,53.76
3,132,1,4.998,1,0,0,0,2,2,2,2,1,1,0,0,2,2,1,1,0,0,1,0,27.78,72.19,20.48,92.21,23.49,91.4,87.36,8.3,20.79,26.02,94.1,7.2,88,93.73,34.15,94.31,60.33,91.23,41.53,93.15
3,133,0,7.052,2,2,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,96.11,74.02,91.18,66.95,32.44,8.05,46.3,93.91,90.13,67.45,37.93,80.23,94.83,4.66,69.77,60.07,91.12,20.16,77,22.49
3,134,0,6.417,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,82.59,7.45,47.69,48.86,5.39,40.22,11.89,42.82,89.98,1.95,14.39,58.72,66.38,66.34,9.93,0.85,46.92,13.21,51.92,96.03
3,135,0,7.089,0,0,1,1,1,1,0,0,1,2,1,0,1,1,1,1,1,1,0,1,7.48,83.44,48.95,82.87,68.96,17.86,50.37,43.25,5.94,84.16,87.43,84.73,38.85,31.48,16.5,89.33,59.39,86.67,20.64,83.04
3,136,1,7.307,1,1,1,2,0,0,1,1,0,0,0,0,2,2,1,1,1,0,1,1,97.26,60.82,16.38,63.91,10.48,74.06,1.96,90.1,94.14,62.57,9.8,41.9,58.66,58.62,57.58,29.68,49.85,5.96,43.43,40.78
3,137,1,7.584,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,21.49,72.48,54.33,26.74,13.4,13.99,14.78,56.59,0.06,21.24,27.15,59.05,26.49,79.94,49.09,60.44,67.43,99.67,29.83,41.79
3,138,1,8.036,0,0,1,1,0,0,1,1,1,1,1,1,2,1,2,1,0,1,0,0,26.42,46.62,81.13,66.08,49.45,75.14,93.34,44.51,22.43,10.36,42.85,3.6,27.9,32.47,83.72,67.23,58.9,3.54,29.33,41.08
3,139,0,7.545,0,0,1,1,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,98.3,17.27,68.99,15.93,1.49,77.2,52.78,19.18,86.73,15.32,69.16,8.57,70.28,26.36,38.14,36.78,3.6,60.52,59.42,7.79
3,140,1,4.996,0,0,1,1,1,1,0,0,1,1,1,2,0,0,1,1,0,0,2,1,31.26,44.54,24.23,46.04,1.94,99.22,40.84,23.22,74.09,61.08,2.55,87.39,10.17,95.18,43.97,43.91,14.95,18.08,3.85,2.25
3,141,1,6.813,2,2,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,11.8,64.03,11.22,13.86,57.88,9.38,83.01,67.81,3.43,32.47,33.55,50.62,12.21,1.15,2.78,49.72,93.95,35.21,12.67,63.55
3,142,1,5.87,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,2,1,1,35.25,28.57,10.69,42.78,94.24,16.43,28.57,91.76,17.65,8.25,31.96,73.8,33.7,61.17,41.16,46.94,21.59,16.05,19.03,22.06
3,143,0,7.467,0,0,0,0,1,1,0,0,2,2,1,1,1,1,1,1,0,1,1,1,76.28,1.75,20.05,84.9,54.77,9.96,59.69,95.79,65.91,40.86,87.05,0.25,88.54,78.77,54.79,0.38,23.2,91.88,93.9,86.54
3,144,0,7.974,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,39.45,38.26,23.71,89.31,51.32,34.13,10.49,72.96,39.49,62.93,82.28,96.48,21.87,48.93,77.8,38.03,39.12,29.5,76.36,85.48
3,145,1,5.42,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,11.36,76.56,59.71,0.49,83.99,93.21,49.6,10.53,1.05,2.87,21.91,13.99,21.9,48.01,3.1,70.15,92.1,9.36,62.62,76.89
3,146,0,6.05,2,2,0,1,1,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,42.23,69.43,94.22,18.12,78.19,86.38,62.09,8.88,9.3,21.69,5.71,95.15,54.66,94.03,3.29,32,4.13,65.45,93.42,24.14
3,147,0,8.884,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,1,1,1,1,24.4,94.84,18.68,68.7,70.92,24.12,10.11,21.93,90.57,92,61.21,88.86,36.67,23.6,94.04,41.16,62.44,39.72,17.54,73.77
3,148,1,4.477,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,85.47,31.98,53.91,72.74,97.57,20.68,16.93,82.5,86.35,87.74,95.78,48.11,16.86,34.98,17.87,68.18,19.27,35.19,18.77,53.62
3,149,1,5.7,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,70.68,69.08,55.69,3.68,89.83,27.07,36.49,39.6,56.68,86.43,12.76,50.11,9.13,62.78,3.36,3.78,93.52,5.24,54.9,61
3,150,0,7.565,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,82.82,45.42,66.89,2.68,60.54,74.44,10.37,45.97,48.99,60.82,38.65,20.18,31.21,16.78,96.78,48.21,39.88,3.1,56.7,94.06
3,151,0,9.875,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,38.79,40.66,48.75,84.9,71.34,56.9,92.8,78.67,8.38,60.72,13.08,90.65,74.43,44.72,64.34,94.99,90.2,42.11,33.58,45.42
3,152,0,8.632,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,94.34,43.11,6.22,92.64,56.1,67.56,23.03,30.96,41.21,76.43,42.31,78.68,10.58,76.48,19.29,78.33,39.09,97.34,57.47,92.56
3,153,1,8.196,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,1,1,1,51.07,85.2,55.48,17.27,10.58,63.49,61.28,22.53,90.98,43.3,17.38,29.77,76.17,64.24,34.44,9.92,85,46.88,1.65,69.21
3,154,1,4.843,1,1,2,1,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,48.54,76.96,81.4,94.92,17.41,19.11,49.98,10.33,97.84,68.65,12.46,91.29,89.45,76.35,51.63,82.42,67.57,47.94,5.47,90.9
3,155,1,5.09,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,26.42,80.25,32.95,14.97,30.28,19.42,61.73,29.35,10.57,65.8,72.32,90.76,60.63,27.35,62.76,5.72,26.98,11.63,90.61,51.47
3,156,1,4.407,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,2,0,0,62.75,18.58,68.35,45.16,67.55,52.23,10.11,40.34,80.84,61.11,84.26,49.93,81.03,74.72,22.06,89.52,32.91,83.07,10.45,57.57
3,157,1,7.434,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,32.39,88.57,86.08,87.31,1.26,13.96,3.86,22.9,8.15,88.41,41.43,46.89,13.01,19.82,59.86,30.68,31.52,22.07,29.73,60.16
3,158,1,6.239,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,93.18,90.22,21.96,74.44,86.03,34.74,8.43,81.85,61.88,92.97,92.19,12.77,96.01,89.47,65.53,28.82,43.74,42.48,23.93,26.84
3,159,0,7.382,1,1,1,1,2,2,2,1,1,1,0,0,0,1,0,0,1,2,1,2,12.91,1.9,59.7,41.82,90.27,28.4,32.3,75.56,37.11,30.8,20.42,50.48,99.96,66.1,61.96,45.08,39.53,6.61,91.06,99.08
